TestID,Timestamp,DataVolume,DataSize_MB,Framework,EncryptionTime_ms,CPU_Overhead_Percent,Memory_Usage_GB,SystemLoad,DataSensitivity,EncryptionAlgorithm
11813,2024-11-05T22:21:42,Medium,725,ATLAS,151,5.02,1.58,70%,Low,AES-256-GCM
11814,2024-11-05T22:21:43,Medium,693,ReplicaWatcher,197,5.71,1.74,45%,High,AES-128-GCM
11815,2024-11-05T22:21:44,Medium,340,Kunerva,209,5.83,1.96,39%,Medium,AES-256-GCM
11816,2024-11-05T22:21:45,Medium,542,kubeFlower,272,6.37,2.85,53%,Low,ChaCha20-Poly1305
11817,2024-11-05T22:21:46,Large,3647,ATLAS,488,4.96,1.52,69%,High,AES-256-GCM
11818,2024-11-05T22:21:47,Large,6399,ReplicaWatcher,549,5.73,1.85,59%,Low,AES-128-GCM
11819,2024-11-05T22:21:48,Large,5303,Kunerva,560,6.23,1.9,71%,Medium,ChaCha20-Poly1305
11820,2024-11-05T22:21:49,Large,5193,kubeFlower,629,6.85,3.01,75%,High,AES-128-GCM
11821,2024-11-05T22:21:50,VeryLarge,20134,ATLAS,1295,5.21,1.66,32%,Low,ChaCha20-Poly1305
11822,2024-11-05T22:21:51,VeryLarge,21050,ReplicaWatcher,1391,6.45,1.92,53%,High,AES-256-GCM
11823,2024-11-05T22:21:52,VeryLarge,43264,Kunerva,1532,7.07,2.05,78%,Medium,ChaCha20-Poly1305
11824,2024-11-05T22:21:53,VeryLarge,17628,kubeFlower,1547,6.88,3.26,33%,Low,ChaCha20-Poly1305
11825,2024-11-05T22:21:54,Small,25,ATLAS,45,4.64,1.51,60%,High,ChaCha20-Poly1305
11826,2024-11-05T22:21:55,Small,31,ReplicaWatcher,79,5.22,1.61,26%,High,ChaCha20-Poly1305
11827,2024-11-05T22:21:56,Small,97,Kunerva,91,5.95,1.78,37%,High,ChaCha20-Poly1305
11828,2024-11-05T22:21:57,Small,20,kubeFlower,121,6.41,2.85,48%,High,AES-128-GCM
11829,2024-11-05T22:21:58,Medium,734,ATLAS,155,4.75,1.54,50%,Low,ChaCha20-Poly1305
11830,2024-11-05T22:21:59,Medium,673,ReplicaWatcher,190,5.58,1.68,21%,Medium,ChaCha20-Poly1305
11831,2024-11-05T22:22:00,Medium,189,Kunerva,203,5.96,1.97,36%,High,AES-256-GCM
11832,2024-11-05T22:22:01,Medium,458,kubeFlower,273,6.77,2.86,37%,High,AES-128-GCM
11833,2024-11-05T22:22:02,Large,8293,ATLAS,495,5.31,1.63,53%,Medium,AES-256-GCM
11834,2024-11-05T22:22:03,Large,3756,ReplicaWatcher,588,6.09,1.77,41%,Low,ChaCha20-Poly1305
11835,2024-11-05T22:22:04,Large,6417,Kunerva,599,6.14,2.02,51%,Medium,AES-128-GCM
11836,2024-11-05T22:22:05,Large,5509,kubeFlower,662,7.03,3.01,28%,Medium,ChaCha20-Poly1305
11837,2024-11-05T22:22:06,VeryLarge,32132,ATLAS,1204,5.59,1.73,57%,Medium,AES-128-GCM
11838,2024-11-05T22:22:07,VeryLarge,30608,ReplicaWatcher,1424,5.98,1.86,30%,High,AES-256-GCM
11839,2024-11-05T22:22:08,VeryLarge,32110,Kunerva,1403,6.52,2.22,72%,Medium,ChaCha20-Poly1305
11840,2024-11-05T22:22:09,VeryLarge,10081,kubeFlower,1478,7.15,3.19,24%,High,AES-256-GCM
11841,2024-11-05T22:22:10,Small,75,ATLAS,47,4.46,1.46,77%,Low,AES-256-GCM
11842,2024-11-05T22:22:11,Small,37,ReplicaWatcher,81,5.17,1.57,43%,High,AES-256-GCM
11843,2024-11-05T22:22:12,Small,66,Kunerva,91,5.79,1.73,49%,Medium,AES-128-GCM
11844,2024-11-05T22:22:13,Small,34,kubeFlower,127,6.31,2.63,33%,High,ChaCha20-Poly1305
11845,2024-11-05T22:22:14,Medium,325,ATLAS,155,4.79,1.57,76%,High,AES-256-GCM
11846,2024-11-05T22:22:15,Medium,872,ReplicaWatcher,188,5.24,1.71,37%,High,AES-128-GCM
11847,2024-11-05T22:22:16,Medium,955,Kunerva,222,6.29,1.8,36%,High,AES-256-GCM
11848,2024-11-05T22:22:17,Medium,624,kubeFlower,268,6.56,2.94,44%,Low,ChaCha20-Poly1305
11849,2024-11-05T22:22:18,Large,4342,ATLAS,495,5.18,1.63,40%,Low,ChaCha20-Poly1305
11850,2024-11-05T22:22:19,Large,2184,ReplicaWatcher,559,5.96,1.77,72%,Low,AES-128-GCM
11851,2024-11-05T22:22:20,Large,8658,Kunerva,613,6.49,1.86,71%,High,ChaCha20-Poly1305
11852,2024-11-05T22:22:21,Large,7647,kubeFlower,673,6.61,2.88,41%,Low,AES-128-GCM
11853,2024-11-05T22:22:22,VeryLarge,26241,ATLAS,1184,5.49,1.67,69%,High,ChaCha20-Poly1305
11854,2024-11-05T22:22:23,VeryLarge,14281,ReplicaWatcher,1384,6.07,1.87,80%,Low,AES-256-GCM
11855,2024-11-05T22:22:24,VeryLarge,25652,Kunerva,1436,6.95,2.17,78%,Medium,AES-128-GCM
11856,2024-11-05T22:22:25,VeryLarge,15066,kubeFlower,1474,7.19,3.08,79%,High,AES-256-GCM
11857,2024-11-05T22:22:26,Small,75,ATLAS,44,4.68,1.45,52%,Medium,AES-256-GCM
11858,2024-11-05T22:22:27,Small,16,ReplicaWatcher,81,5.31,1.57,73%,High,AES-128-GCM
11859,2024-11-05T22:22:28,Small,75,Kunerva,90,5.91,1.74,48%,Low,ChaCha20-Poly1305
11860,2024-11-05T22:22:29,Small,65,kubeFlower,117,6.35,2.65,35%,Medium,AES-256-GCM
11861,2024-11-05T22:22:30,Medium,696,ATLAS,156,4.64,1.5,44%,Medium,AES-128-GCM
11862,2024-11-05T22:22:31,Medium,895,ReplicaWatcher,191,5.38,1.71,37%,Low,AES-256-GCM
11863,2024-11-05T22:22:32,Medium,681,Kunerva,212,6.11,1.98,78%,Medium,AES-256-GCM
11864,2024-11-05T22:22:33,Medium,917,kubeFlower,258,6.31,2.95,71%,High,AES-256-GCM
11865,2024-11-05T22:22:34,Large,8221,ATLAS,509,5.05,1.59,69%,Medium,AES-256-GCM
11866,2024-11-05T22:22:35,Large,9497,ReplicaWatcher,547,5.88,1.82,79%,Low,AES-256-GCM
11867,2024-11-05T22:22:36,Large,6025,Kunerva,610,6.22,1.92,63%,Low,AES-128-GCM
11868,2024-11-05T22:22:37,Large,6383,kubeFlower,632,7.0,2.93,50%,High,AES-256-GCM
11869,2024-11-05T22:22:38,VeryLarge,44570,ATLAS,1186,5.56,1.69,65%,Low,AES-128-GCM
11870,2024-11-05T22:22:39,VeryLarge,22394,ReplicaWatcher,1447,5.93,1.93,79%,High,AES-128-GCM
11871,2024-11-05T22:22:40,VeryLarge,43162,Kunerva,1478,6.97,2.1,55%,Medium,AES-256-GCM
11872,2024-11-05T22:22:41,VeryLarge,16115,kubeFlower,1529,6.83,3.15,25%,Low,AES-256-GCM
11873,2024-11-05T22:22:42,Small,13,ATLAS,45,4.58,1.43,53%,Low,ChaCha20-Poly1305
11874,2024-11-05T22:22:43,Small,4,ReplicaWatcher,76,5.01,1.53,66%,Low,AES-256-GCM
11875,2024-11-05T22:22:44,Small,89,Kunerva,86,5.73,1.82,41%,Medium,AES-128-GCM
11876,2024-11-05T22:22:45,Small,91,kubeFlower,119,6.47,2.82,36%,Low,ChaCha20-Poly1305
11877,2024-11-05T22:22:46,Medium,985,ATLAS,152,4.68,1.49,78%,High,AES-128-GCM
11878,2024-11-05T22:22:47,Medium,205,ReplicaWatcher,205,5.34,1.63,54%,High,ChaCha20-Poly1305
11879,2024-11-05T22:22:48,Medium,165,Kunerva,202,6.29,1.83,49%,High,AES-256-GCM
11880,2024-11-05T22:22:49,Medium,756,kubeFlower,268,6.65,2.95,78%,Low,AES-128-GCM
11881,2024-11-05T22:22:50,Large,8111,ATLAS,503,5.11,1.51,52%,Low,AES-256-GCM
11882,2024-11-05T22:22:51,Large,8155,ReplicaWatcher,587,5.88,1.71,65%,Medium,ChaCha20-Poly1305
11883,2024-11-05T22:22:52,Large,4574,Kunerva,617,6.56,2.03,45%,High,AES-128-GCM
11884,2024-11-05T22:22:53,Large,2035,kubeFlower,666,6.71,2.97,28%,Low,AES-256-GCM
11885,2024-11-05T22:22:54,VeryLarge,14107,ATLAS,1204,5.55,1.61,32%,High,AES-256-GCM
11886,2024-11-05T22:22:55,VeryLarge,15733,ReplicaWatcher,1414,6.35,1.82,67%,Medium,ChaCha20-Poly1305
11887,2024-11-05T22:22:56,VeryLarge,41331,Kunerva,1396,6.79,2.09,53%,Low,AES-256-GCM
11888,2024-11-05T22:22:57,VeryLarge,44257,kubeFlower,1538,6.82,3.22,78%,High,ChaCha20-Poly1305
11889,2024-11-05T22:22:58,Small,91,ATLAS,44,4.52,1.47,72%,Medium,ChaCha20-Poly1305
11890,2024-11-05T22:22:59,Small,79,ReplicaWatcher,82,5.27,1.49,32%,Medium,AES-256-GCM
11891,2024-11-05T22:23:00,Small,33,Kunerva,88,5.89,1.85,34%,Medium,AES-256-GCM
11892,2024-11-05T22:23:01,Small,99,kubeFlower,123,6.26,2.7,55%,Low,AES-128-GCM
11893,2024-11-05T22:23:02,Medium,327,ATLAS,157,4.99,1.45,20%,Low,ChaCha20-Poly1305
11894,2024-11-05T22:23:03,Medium,157,ReplicaWatcher,195,5.63,1.67,41%,Low,AES-256-GCM
11895,2024-11-05T22:23:04,Medium,924,Kunerva,216,6.14,1.92,37%,Low,ChaCha20-Poly1305
11896,2024-11-05T22:23:05,Medium,209,kubeFlower,277,6.35,2.81,27%,Medium,AES-256-GCM
11897,2024-11-05T22:23:06,Large,3862,ATLAS,466,5.37,1.61,65%,High,ChaCha20-Poly1305
11898,2024-11-05T22:23:07,Large,5818,ReplicaWatcher,585,6.16,1.72,48%,Medium,ChaCha20-Poly1305
11899,2024-11-05T22:23:08,Large,4462,Kunerva,591,6.62,1.9,63%,High,ChaCha20-Poly1305
11900,2024-11-05T22:23:09,Large,7883,kubeFlower,641,7.21,2.84,67%,Medium,ChaCha20-Poly1305
11901,2024-11-05T22:23:10,VeryLarge,30130,ATLAS,1252,5.26,1.69,79%,Low,AES-128-GCM
11902,2024-11-05T22:23:11,VeryLarge,49533,ReplicaWatcher,1453,6.53,1.92,79%,High,AES-128-GCM
11903,2024-11-05T22:23:12,VeryLarge,14072,Kunerva,1480,6.49,2.08,50%,High,AES-128-GCM
11904,2024-11-05T22:23:13,VeryLarge,11034,kubeFlower,1542,6.84,2.98,20%,Low,AES-256-GCM
11905,2024-11-05T22:23:14,Small,38,ATLAS,46,4.74,1.48,65%,Medium,AES-128-GCM
11906,2024-11-05T22:23:15,Small,92,ReplicaWatcher,78,4.91,1.56,22%,Low,AES-128-GCM
11907,2024-11-05T22:23:16,Small,94,Kunerva,85,5.78,1.76,50%,Medium,AES-256-GCM
11908,2024-11-05T22:23:17,Small,32,kubeFlower,122,6.01,2.86,75%,High,ChaCha20-Poly1305
11909,2024-11-05T22:23:18,Medium,201,ATLAS,149,4.94,1.47,70%,Low,AES-256-GCM
11910,2024-11-05T22:23:19,Medium,355,ReplicaWatcher,195,5.63,1.64,68%,Low,AES-256-GCM
11911,2024-11-05T22:23:20,Medium,618,Kunerva,213,5.97,1.98,73%,Low,AES-128-GCM
11912,2024-11-05T22:23:21,Medium,921,kubeFlower,277,6.52,2.82,64%,High,AES-256-GCM
11913,2024-11-05T22:23:22,Large,3372,ATLAS,473,4.91,1.52,25%,Medium,AES-128-GCM
11914,2024-11-05T22:23:23,Large,2409,ReplicaWatcher,559,5.99,1.84,20%,High,AES-128-GCM
11915,2024-11-05T22:23:24,Large,7056,Kunerva,600,6.67,2.03,61%,High,AES-256-GCM
11916,2024-11-05T22:23:25,Large,3069,kubeFlower,660,6.89,2.85,76%,High,AES-128-GCM
11917,2024-11-05T22:23:26,VeryLarge,10308,ATLAS,1290,5.4,1.57,73%,Low,AES-256-GCM
11918,2024-11-05T22:23:27,VeryLarge,35185,ReplicaWatcher,1411,6.46,1.93,53%,Low,ChaCha20-Poly1305
11919,2024-11-05T22:23:28,VeryLarge,10458,Kunerva,1524,6.47,2.07,24%,Medium,AES-128-GCM
11920,2024-11-05T22:23:29,VeryLarge,26249,kubeFlower,1542,6.85,3.03,58%,High,ChaCha20-Poly1305
11921,2024-11-05T22:23:30,Small,51,ATLAS,46,4.41,1.49,53%,High,AES-256-GCM
11922,2024-11-05T22:23:31,Small,35,ReplicaWatcher,81,5.22,1.52,27%,Low,ChaCha20-Poly1305
11923,2024-11-05T22:23:32,Small,33,Kunerva,93,6.1,1.7,54%,Low,ChaCha20-Poly1305
11924,2024-11-05T22:23:33,Small,83,kubeFlower,122,6.3,2.68,70%,Low,AES-128-GCM
11925,2024-11-05T22:23:34,Medium,789,ATLAS,156,4.8,1.55,70%,High,AES-256-GCM
11926,2024-11-05T22:23:35,Medium,458,ReplicaWatcher,207,5.49,1.73,32%,Medium,AES-256-GCM
11927,2024-11-05T22:23:36,Medium,994,Kunerva,214,6.21,1.96,76%,High,ChaCha20-Poly1305
11928,2024-11-05T22:23:37,Medium,959,kubeFlower,267,6.38,2.94,63%,Medium,ChaCha20-Poly1305
11929,2024-11-05T22:23:38,Large,1812,ATLAS,497,4.88,1.52,68%,High,ChaCha20-Poly1305
11930,2024-11-05T22:23:39,Large,3461,ReplicaWatcher,559,5.74,1.82,37%,Medium,AES-128-GCM
11931,2024-11-05T22:23:40,Large,1351,Kunerva,582,6.14,1.98,70%,High,AES-256-GCM
11932,2024-11-05T22:23:41,Large,7050,kubeFlower,655,6.87,3.09,26%,Medium,ChaCha20-Poly1305
11933,2024-11-05T22:23:42,VeryLarge,21677,ATLAS,1260,5.45,1.72,76%,Medium,ChaCha20-Poly1305
11934,2024-11-05T22:23:43,VeryLarge,33421,ReplicaWatcher,1454,6.22,1.87,30%,Low,AES-256-GCM
11935,2024-11-05T22:23:44,VeryLarge,13668,Kunerva,1505,6.46,2.19,53%,Low,AES-256-GCM
11936,2024-11-05T22:23:45,VeryLarge,19232,kubeFlower,1521,7.26,3.21,52%,Medium,ChaCha20-Poly1305
11937,2024-11-05T22:23:46,Small,96,ATLAS,45,4.35,1.44,50%,Low,AES-128-GCM
11938,2024-11-05T22:23:47,Small,63,ReplicaWatcher,77,4.88,1.63,33%,Low,AES-128-GCM
11939,2024-11-05T22:23:48,Small,38,Kunerva,86,5.82,1.86,73%,Medium,AES-128-GCM
11940,2024-11-05T22:23:49,Small,3,kubeFlower,124,6.49,2.75,74%,Medium,AES-256-GCM
11941,2024-11-05T22:23:50,Medium,884,ATLAS,155,4.68,1.55,50%,Medium,AES-256-GCM
11942,2024-11-05T22:23:51,Medium,441,ReplicaWatcher,202,5.28,1.69,67%,Medium,ChaCha20-Poly1305
11943,2024-11-05T22:23:52,Medium,433,Kunerva,213,6.37,1.84,61%,Low,AES-256-GCM
11944,2024-11-05T22:23:53,Medium,276,kubeFlower,275,6.73,2.9,76%,Medium,ChaCha20-Poly1305
11945,2024-11-05T22:23:54,Large,9848,ATLAS,465,5.13,1.56,71%,Low,ChaCha20-Poly1305
11946,2024-11-05T22:23:55,Large,8671,ReplicaWatcher,590,5.73,1.75,74%,Low,ChaCha20-Poly1305
11947,2024-11-05T22:23:56,Large,9184,Kunerva,595,6.42,2.0,20%,Medium,ChaCha20-Poly1305
11948,2024-11-05T22:23:57,Large,6500,kubeFlower,664,6.78,3.01,29%,Low,AES-128-GCM
11949,2024-11-05T22:23:58,VeryLarge,26758,ATLAS,1220,5.64,1.59,38%,High,AES-256-GCM
11950,2024-11-05T22:23:59,VeryLarge,40055,ReplicaWatcher,1371,6.05,1.96,32%,High,AES-128-GCM
11951,2024-11-05T22:24:00,VeryLarge,39740,Kunerva,1406,7.11,2.17,35%,High,ChaCha20-Poly1305
11952,2024-11-05T22:24:01,VeryLarge,34468,kubeFlower,1449,7.09,2.97,38%,High,AES-256-GCM
11953,2024-11-05T22:24:02,Small,91,ATLAS,46,4.3,1.41,35%,Low,AES-256-GCM
11954,2024-11-05T22:24:03,Small,95,ReplicaWatcher,82,5.14,1.57,72%,Low,AES-128-GCM
11955,2024-11-05T22:24:04,Small,88,Kunerva,89,5.99,1.75,50%,High,ChaCha20-Poly1305
11956,2024-11-05T22:24:05,Small,2,kubeFlower,126,6.0,2.77,78%,High,ChaCha20-Poly1305
11957,2024-11-05T22:24:06,Medium,639,ATLAS,155,4.97,1.51,70%,Low,AES-128-GCM
11958,2024-11-05T22:24:07,Medium,267,ReplicaWatcher,196,5.46,1.71,71%,Low,ChaCha20-Poly1305
11959,2024-11-05T22:24:08,Medium,749,Kunerva,220,5.97,1.9,42%,Low,AES-256-GCM
11960,2024-11-05T22:24:09,Medium,924,kubeFlower,276,6.32,2.89,28%,High,AES-256-GCM
11961,2024-11-05T22:24:10,Large,8707,ATLAS,512,4.99,1.64,65%,High,AES-128-GCM
11962,2024-11-05T22:24:11,Large,2660,ReplicaWatcher,547,5.92,1.79,28%,Medium,AES-256-GCM
11963,2024-11-05T22:24:12,Large,6805,Kunerva,585,6.6,1.86,61%,High,AES-128-GCM
11964,2024-11-05T22:24:13,Large,4760,kubeFlower,656,7.14,2.95,39%,Low,AES-256-GCM
11965,2024-11-05T22:24:14,VeryLarge,29246,ATLAS,1187,5.31,1.61,34%,Low,AES-128-GCM
11966,2024-11-05T22:24:15,VeryLarge,27279,ReplicaWatcher,1407,6.46,1.93,53%,Low,AES-256-GCM
11967,2024-11-05T22:24:16,VeryLarge,27838,Kunerva,1446,6.46,2.16,44%,Medium,AES-256-GCM
11968,2024-11-05T22:24:17,VeryLarge,13901,kubeFlower,1530,6.79,3.16,38%,Medium,AES-256-GCM
11969,2024-11-05T22:24:18,Small,39,ATLAS,43,4.7,1.43,66%,Low,ChaCha20-Poly1305
11970,2024-11-05T22:24:19,Small,30,ReplicaWatcher,78,5.36,1.53,60%,High,AES-128-GCM
11971,2024-11-05T22:24:20,Small,22,Kunerva,90,6.14,1.75,65%,Low,ChaCha20-Poly1305
11972,2024-11-05T22:24:21,Small,73,kubeFlower,117,6.33,2.73,34%,Low,ChaCha20-Poly1305
11973,2024-11-05T22:24:22,Medium,334,ATLAS,160,4.62,1.52,62%,High,AES-128-GCM
11974,2024-11-05T22:24:23,Medium,835,ReplicaWatcher,192,5.23,1.64,63%,Medium,ChaCha20-Poly1305
11975,2024-11-05T22:24:24,Medium,757,Kunerva,220,6.05,1.91,61%,Medium,AES-128-GCM
11976,2024-11-05T22:24:25,Medium,454,kubeFlower,262,6.44,2.73,78%,High,AES-256-GCM
11977,2024-11-05T22:24:26,Large,1830,ATLAS,490,5.24,1.62,22%,Medium,AES-128-GCM
11978,2024-11-05T22:24:27,Large,3234,ReplicaWatcher,591,6.07,1.76,33%,Low,AES-128-GCM
11979,2024-11-05T22:24:28,Large,5127,Kunerva,566,6.2,1.9,59%,Low,AES-128-GCM
11980,2024-11-05T22:24:29,Large,7807,kubeFlower,646,7.2,3.06,38%,High,AES-256-GCM
11981,2024-11-05T22:24:30,VeryLarge,17803,ATLAS,1280,5.39,1.65,35%,Medium,AES-128-GCM
11982,2024-11-05T22:24:31,VeryLarge,14180,ReplicaWatcher,1329,6.51,1.89,62%,Medium,ChaCha20-Poly1305
11983,2024-11-05T22:24:32,VeryLarge,42320,Kunerva,1441,6.68,2.2,45%,High,ChaCha20-Poly1305
11984,2024-11-05T22:24:33,VeryLarge,18837,kubeFlower,1492,7.11,3.13,43%,High,AES-128-GCM
11985,2024-11-05T22:24:34,Small,24,ATLAS,43,4.49,1.41,23%,Low,AES-128-GCM
11986,2024-11-05T22:24:35,Small,84,ReplicaWatcher,81,4.91,1.57,52%,High,AES-256-GCM
11987,2024-11-05T22:24:36,Small,61,Kunerva,92,5.64,1.85,56%,Medium,ChaCha20-Poly1305
11988,2024-11-05T22:24:37,Small,65,kubeFlower,125,6.0,2.63,62%,Medium,AES-128-GCM
11989,2024-11-05T22:24:38,Medium,395,ATLAS,155,5.0,1.53,57%,Low,AES-256-GCM
11990,2024-11-05T22:24:39,Medium,977,ReplicaWatcher,199,5.6,1.75,21%,Medium,ChaCha20-Poly1305
11991,2024-11-05T22:24:40,Medium,429,Kunerva,216,6.42,1.88,47%,Low,AES-256-GCM
11992,2024-11-05T22:24:41,Medium,817,kubeFlower,257,6.55,2.87,58%,High,ChaCha20-Poly1305
11993,2024-11-05T22:24:42,Large,4576,ATLAS,465,4.97,1.62,66%,High,ChaCha20-Poly1305
11994,2024-11-05T22:24:43,Large,8056,ReplicaWatcher,586,5.71,1.84,31%,High,AES-256-GCM
11995,2024-11-05T22:24:44,Large,7345,Kunerva,579,6.68,2.02,49%,High,ChaCha20-Poly1305
11996,2024-11-05T22:24:45,Large,1855,kubeFlower,634,7.01,2.97,46%,Low,ChaCha20-Poly1305
11997,2024-11-05T22:24:46,VeryLarge,22963,ATLAS,1280,5.4,1.68,77%,Low,AES-256-GCM
11998,2024-11-05T22:24:47,VeryLarge,42712,ReplicaWatcher,1453,6.35,1.95,62%,Medium,AES-256-GCM
11999,2024-11-05T22:24:48,VeryLarge,32393,Kunerva,1483,6.59,2.06,77%,Medium,ChaCha20-Poly1305
12000,2024-11-05T22:24:49,VeryLarge,49153,kubeFlower,1480,7.1,3.25,74%,High,ChaCha20-Poly1305
12001,2024-11-05T22:24:50,Small,19,ATLAS,46,4.5,1.49,33%,High,ChaCha20-Poly1305
12002,2024-11-05T22:24:51,Small,52,ReplicaWatcher,80,5.16,1.53,47%,Low,ChaCha20-Poly1305
12003,2024-11-05T22:24:52,Small,49,Kunerva,89,5.76,1.69,35%,Medium,AES-128-GCM
12004,2024-11-05T22:24:53,Small,43,kubeFlower,118,6.43,2.7,74%,Low,AES-128-GCM
12005,2024-11-05T22:24:54,Medium,649,ATLAS,162,4.87,1.55,60%,Medium,AES-128-GCM
12006,2024-11-05T22:24:55,Medium,438,ReplicaWatcher,197,5.25,1.59,58%,High,ChaCha20-Poly1305
12007,2024-11-05T22:24:56,Medium,468,Kunerva,211,6.3,1.98,70%,Low,AES-128-GCM
12008,2024-11-05T22:24:57,Medium,872,kubeFlower,268,6.49,2.77,45%,Medium,ChaCha20-Poly1305
12009,2024-11-05T22:24:58,Large,6035,ATLAS,499,5.23,1.53,29%,Medium,AES-128-GCM
12010,2024-11-05T22:24:59,Large,7573,ReplicaWatcher,562,5.67,1.77,57%,Medium,AES-256-GCM
12011,2024-11-05T22:25:00,Large,1774,Kunerva,591,6.51,1.93,29%,High,AES-128-GCM
12012,2024-11-05T22:25:01,Large,4583,kubeFlower,658,7.15,3.03,22%,Medium,AES-256-GCM
12013,2024-11-05T22:25:02,VeryLarge,16623,ATLAS,1288,5.64,1.71,55%,Low,AES-256-GCM
12014,2024-11-05T22:25:03,VeryLarge,14935,ReplicaWatcher,1337,6.45,1.97,48%,Low,AES-256-GCM
12015,2024-11-05T22:25:04,VeryLarge,23006,Kunerva,1430,6.98,2.04,54%,Medium,AES-256-GCM
12016,2024-11-05T22:25:05,VeryLarge,23147,kubeFlower,1487,6.8,3.24,68%,Medium,AES-128-GCM
12017,2024-11-05T22:25:06,Small,71,ATLAS,45,4.71,1.49,80%,High,AES-256-GCM
12018,2024-11-05T22:25:07,Small,23,ReplicaWatcher,82,5.2,1.58,78%,Medium,AES-256-GCM
12019,2024-11-05T22:25:08,Small,58,Kunerva,91,5.83,1.86,27%,Low,AES-128-GCM
12020,2024-11-05T22:25:09,Small,14,kubeFlower,121,6.28,2.67,45%,Medium,AES-256-GCM
12021,2024-11-05T22:25:10,Medium,693,ATLAS,155,4.55,1.56,77%,Low,AES-256-GCM
12022,2024-11-05T22:25:11,Medium,812,ReplicaWatcher,205,5.41,1.68,39%,High,AES-256-GCM
12023,2024-11-05T22:25:12,Medium,339,Kunerva,219,6.1,1.96,29%,Medium,AES-128-GCM
12024,2024-11-05T22:25:13,Medium,728,kubeFlower,263,6.72,2.92,78%,High,AES-256-GCM
12025,2024-11-05T22:25:14,Large,9524,ATLAS,506,5.08,1.61,57%,High,AES-256-GCM
12026,2024-11-05T22:25:15,Large,3759,ReplicaWatcher,543,6.09,1.82,55%,High,ChaCha20-Poly1305
12027,2024-11-05T22:25:16,Large,3937,Kunerva,582,6.69,1.97,51%,Medium,ChaCha20-Poly1305
12028,2024-11-05T22:25:17,Large,1032,kubeFlower,636,7.15,3.05,62%,Medium,AES-128-GCM
12029,2024-11-05T22:25:18,VeryLarge,41450,ATLAS,1207,5.5,1.65,24%,Medium,ChaCha20-Poly1305
12030,2024-11-05T22:25:19,VeryLarge,13702,ReplicaWatcher,1432,6.42,1.82,31%,Low,AES-128-GCM
12031,2024-11-05T22:25:20,VeryLarge,43300,Kunerva,1527,6.84,2.22,49%,High,AES-256-GCM
12032,2024-11-05T22:25:21,VeryLarge,10084,kubeFlower,1431,6.82,3.07,46%,Medium,AES-128-GCM
12033,2024-11-05T22:25:22,Small,6,ATLAS,47,4.7,1.52,31%,Medium,AES-256-GCM
12034,2024-11-05T22:25:23,Small,13,ReplicaWatcher,78,5.0,1.61,28%,Low,ChaCha20-Poly1305
12035,2024-11-05T22:25:24,Small,22,Kunerva,92,5.68,1.86,40%,High,AES-128-GCM
12036,2024-11-05T22:25:25,Small,78,kubeFlower,125,6.29,2.71,70%,High,AES-256-GCM
12037,2024-11-05T22:25:26,Medium,806,ATLAS,156,4.82,1.49,53%,Medium,AES-128-GCM
12038,2024-11-05T22:25:27,Medium,143,ReplicaWatcher,194,5.49,1.65,66%,Medium,AES-256-GCM
12039,2024-11-05T22:25:28,Medium,238,Kunerva,219,5.96,1.97,50%,High,ChaCha20-Poly1305
12040,2024-11-05T22:25:29,Medium,395,kubeFlower,275,6.38,2.88,65%,Medium,ChaCha20-Poly1305
12041,2024-11-05T22:25:30,Large,9836,ATLAS,487,5.08,1.52,69%,Low,AES-128-GCM
12042,2024-11-05T22:25:31,Large,4461,ReplicaWatcher,579,6.0,1.87,79%,High,ChaCha20-Poly1305
12043,2024-11-05T22:25:32,Large,6923,Kunerva,608,6.21,2.03,55%,Low,AES-256-GCM
12044,2024-11-05T22:25:33,Large,7420,kubeFlower,645,7.14,2.92,38%,High,ChaCha20-Poly1305
12045,2024-11-05T22:25:34,VeryLarge,46327,ATLAS,1270,5.51,1.7,27%,Medium,AES-256-GCM
12046,2024-11-05T22:25:35,VeryLarge,15631,ReplicaWatcher,1441,6.05,1.89,32%,Low,AES-128-GCM
12047,2024-11-05T22:25:36,VeryLarge,36570,Kunerva,1409,6.56,2.18,21%,High,ChaCha20-Poly1305
12048,2024-11-05T22:25:37,VeryLarge,40337,kubeFlower,1442,7.45,3.2,54%,High,AES-256-GCM
12049,2024-11-05T22:25:38,Small,77,ATLAS,47,4.52,1.41,76%,Low,ChaCha20-Poly1305
12050,2024-11-05T22:25:39,Small,34,ReplicaWatcher,76,5.23,1.63,64%,Low,AES-256-GCM
12051,2024-11-05T22:25:40,Small,1,Kunerva,88,5.62,1.73,53%,Medium,AES-128-GCM
12052,2024-11-05T22:25:41,Small,44,kubeFlower,125,6.46,2.82,72%,Low,AES-256-GCM
12053,2024-11-05T22:25:42,Medium,302,ATLAS,156,4.88,1.55,39%,High,ChaCha20-Poly1305
12054,2024-11-05T22:25:43,Medium,466,ReplicaWatcher,195,5.34,1.71,51%,Medium,AES-256-GCM
12055,2024-11-05T22:25:44,Medium,957,Kunerva,210,6.0,1.81,66%,High,AES-256-GCM
12056,2024-11-05T22:25:45,Medium,829,kubeFlower,257,6.49,2.94,38%,Medium,AES-256-GCM
12057,2024-11-05T22:25:46,Large,9891,ATLAS,470,5.24,1.62,47%,Medium,AES-128-GCM
12058,2024-11-05T22:25:47,Large,8339,ReplicaWatcher,581,5.78,1.86,36%,Low,AES-256-GCM
